Evolution parameters:
Namespace(mutation_prob=0.2, crossover_prob=0.6, population_size=20, generations_max='20', simulations_per_indiv=6, len_individual=6, food_weight=0.001, mutation_copies=3, tournament_k=7, resume_from_log=None, random_seed=True, n_best_to_return=None, debug=True)

Default simulation parameters:
>FISH_MOMENTUM_CONSTANT: 0.75
>FISH_FEAR_MOMENTUM_CONSTANT: 0.825
>ALIGNMENT_CONSTANT: 0.25
>COHESION_CONSTANT: 0.05
>SEPARATION_CONSTANT: 20
>SHARK_REPULSION_CONSTANT: 8
>FOOD_ATTRACTION_CONSTANT: 0.25
>WIDTH: 400
>HEIGHT: 400
>NUM_STEPS: 1000
>NUM_FISH: 200
>NUM_SHARKS: 1
>NUM_FOOD: 50
>FISH_SENSE_DIST: 25
>SHARK_SENSE_DIST: 100
>FISH_MAX_SPEED: 4
>SHARK_MAX_SPEED: 7
>SHARK_KILL_RADIUS: 10
>SHARK_MOMENTUM_CONSTANT: 1
>SHARK_SEARCH_CONSTANT: 2
>SHARK_HUNT_CONSTANT: 40
>FISH_DIM_ELLIPSE_X: 5
>FISH_DIM_ELLIPSE_Y: 9
>FISH_FEAR_CONSTANT: 3
>SHARK_DIM_ELLIPSE_X: 30
>SHARK_DIM_ELLIPSE_Y: 50
>SHARK_BLIND_ANGLE_DEG: 40
>WALL: 0
>LOG_FILEPATH: logs/log-default-simulation_2023-06-19_22-27-07.txt

Starting computation at 2023-06-19 22:27:09.

o [0.51843, 0.40946, 0.94728, 3.88510, 3.37245, 9.16389, ]  129.69450
o [0.30000, 0.40946, 0.77387, 4.92392, 2.93916, 9.16389, ]  130.43517
o [0.51843, 0.40946, 0.77387, 0.35868, 2.93916, 0.22682, ]  130.48850
o [0.51225, 0.77583, 0.52973, 9.62800, 4.82379, 3.93449, ]  130.63167
o [0.51225, 0.39909, 0.52973, 0.91031, 0.06365, 0.66932, ]  130.64483
o [0.39250, 0.34332, 0.84334, 0.95495, 0.25540, 0.50088, ]  131.14983
o [0.51225, 0.39909, 0.52973, 0.91031, 0.06365, 0.66932, ]  131.31050
o [0.51225, 0.39909, 0.80171, 1.07062, 0.05956, 0.40403, ]  131.82817
o [0.72555, 0.39909, 0.52973, 1.79845, 0.06365, 0.66932, ]  131.97900
o [0.53924, 0.39909, 0.52973, 0.91031, 0.06365, 0.66932, ]  132.14017
o [0.51225, 0.39909, 0.52973, 0.91031, 0.06365, 0.66932, ]  132.31500
o [0.51843, 0.40946, 0.77387, 7.09416, 2.93916, 9.16389, ]  132.68633
o [0.32337, 0.39909, 0.52973, 3.06864, 0.06365, 0.66932, ]  132.80433
o [0.84416, 0.79064, 0.96145, 0.55791, 0.19914, 0.99833, ]  132.99867
o [0.51225, 0.39909, 0.52973, 0.91031, 0.06365, 0.66932, ]  133.31383
o [0.39250, 0.34332, 0.84334, 0.91031, 0.25540, 0.50088, ]  133.32050
o [0.94966, 0.39909, 0.41795, 0.91031, 0.06365, 0.47158, ]  133.83250
